dataname;model;n_neighs;points;1-NN;T;C;dimensions;status;restricted;artificial_connected;time
swiss;kpca;5;2000;0.302;0.8743;0.9976;2;None;17;None;4.722544
swiss;kpca;6;2000;0.302;0.8747;0.9973;2;None;17;None;4.801341
swiss;kpca;7;2000;0.302;0.8751;0.997;2;None;17;None;4.720617
swiss;kpca;8;2000;0.302;0.8752;0.9966;2;None;17;None;4.749047
swiss;kpca;9;2000;0.302;0.8754;0.9963;2;None;17;None;5.586542
swiss;kpca;10;2000;0.302;0.8759;0.996;2;None;17;None;4.717619
swiss;kpca;11;2000;0.302;0.8762;0.9957;2;None;17;None;4.731311
swiss;kpca;12;2000;0.302;0.876;0.9954;2;None;17;None;5.356185
swiss;kpca;13;2000;0.302;0.8767;0.9951;2;None;17;None;3.863168
swiss;kpca;14;2000;0.302;0.8769;0.9948;2;None;17;None;3.879809
swiss;kpca;15;2000;0.302;0.8768;0.9945;2;None;17;None;4.268112
swiss;mvu;5;2000;0.042;0.9995;0.9999;2;Unbounded;None;None;1348.749276
swiss;mvu;6;2000;0.041;0.9999;1.0;2;Inaccurate/Unbounded;None;None;1278.705756
swiss;mvu;7;2000;0.039;1.0;1.0;2;Unbounded;None;None;1237.552518
swiss;mvu;8;2000;0.0395;1.0;1.0;2;Unbounded;None;None;1336.687111
swiss;mvu;9;2000;0.068;0.9969;0.999;2;Unbounded;4;None;1613.22783
helix;pca;5;2000;0.0315;0.9975;0.9988;2;None;3;None;2.100339
helix;pca;6;2000;0.0315;0.9976;0.9989;2;None;3;None;2.163982
helix;pca;7;2000;0.0315;0.9977;0.9989;2;None;3;None;2.07047
helix;pca;8;2000;0.0315;0.9978;0.9989;2;None;3;None;2.054631
helix;pca;9;2000;0.0315;0.9978;0.9989;2;None;3;None;2.134016
helix;pca;10;2000;0.0315;0.9979;0.9989;2;None;3;None;2.081641
helix;pca;11;2000;0.0315;0.9979;0.9989;2;None;3;None;2.320693
helix;pca;12;2000;0.0315;0.9979;0.999;2;None;3;None;2.31177
helix;pca;13;2000;0.0315;0.9979;0.999;2;None;3;None;2.43217
helix;pca;14;2000;0.0315;0.9979;0.999;2;None;3;None;2.870266
helix;pca;15;2000;0.0315;0.9978;0.999;2;None;3;None;3.644504
helix;isomap;5;2000;0.0165;0.9982;0.9996;2;None;3;True;5.334119
helix;isomap;6;2000;0.0135;0.9997;0.9998;2;None;None;None;4.761366
helix;isomap;7;2000;0.013;0.9998;0.9999;2;None;None;None;5.743945
helix;isomap;8;2000;0.015;0.9998;0.9999;2;None;None;None;5.365356
helix;isomap;9;2000;0.0145;0.9999;0.9999;2;None;None;None;4.931828
helix;isomap;10;2000;0.013;0.9999;0.9999;2;None;None;None;4.982349
helix;isomap;11;2000;0.0145;0.9999;0.9999;2;None;None;None;5.319204
helix;isomap;12;2000;0.0145;0.9999;0.9999;2;None;None;None;5.020872
helix;isomap;13;2000;0.0155;0.9999;1.0;2;None;None;None;5.069123
helix;isomap;14;2000;0.0155;0.9999;1.0;2;None;None;None;5.105495
helix;isomap;15;2000;0.015;1.0;1.0;2;None;None;None;5.861837
helix;lle;5;2000;0.023;0.9913;0.99;2;None;796;None;2.334449
helix;lle;6;2000;0.024;0.9812;0.992;2;None;687;None;2.172237
helix;lle;7;2000;0.053;0.9813;0.9945;2;None;600;None;2.41996
helix;lle;8;2000;0.0505;0.9846;0.9947;2;None;539;None;2.246452
helix;lle;9;2000;0.042;0.9842;0.9969;2;None;496;None;2.545175
helix;lle;10;2000;0.055;0.9722;0.9953;2;None;458;None;3.463157
helix;lle;11;2000;0.044;0.969;0.9971;2;None;428;None;7.257587
helix;lle;12;2000;0.0605;0.9797;0.9975;2;None;401;None;4.509372
helix;lle;13;2000;0.047;0.9728;0.9974;2;None;378;None;3.50435
helix;lle;14;2000;0.0245;0.9805;0.9967;2;None;357;None;3.969755
helix;lle;15;2000;0.0155;0.991;0.9989;2;None;339;None;3.181805
helix;le;5;2000;0.0675;0.8071;0.7871;2;None;559;None;3.464991
helix;le;6;2000;0.0545;0.8288;0.7922;2;None;560;None;3.45462
helix;le;7;2000;0.0405;0.8446;0.8113;2;None;559;None;3.116901
helix;le;8;2000;0.032;0.8806;0.8334;2;None;559;None;3.046619
helix;le;9;2000;0.026;0.9079;0.8512;2;None;558;None;2.931775
helix;le;10;2000;0.021;0.937;0.8801;2;None;556;None;2.972692
helix;le;11;2000;0.019;0.9644;0.9138;2;None;553;None;2.76015
helix;le;12;2000;0.016;0.9812;0.9475;2;None;550;None;2.753482
helix;le;13;2000;0.0165;0.9902;0.9688;2;None;544;None;2.781539
helix;le;14;2000;0.017;0.9971;0.9786;2;None;536;None;2.816671
helix;le;15;2000;0.0165;0.9984;0.9878;2;None;524;None;2.825807
helix;hlle;5;2000;0.0295;0.9905;0.9558;2;None;543;None;29.160275
helix;hlle;6;2000;0.027;0.9954;0.9964;2;None;420;None;30.330041
helix;hlle;7;2000;0.019;0.9958;0.9081;2;None;351;None;33.175328
helix;hlle;8;2000;0.0185;0.9778;0.9179;2;None;304;None;32.624575
helix;hlle;9;2000;0.17;0.7411;0.998;2;None;273;None;36.553242
helix;hlle;10;2000;0.2355;0.7386;0.9979;2;None;248;None;36.123863
helix;hlle;11;2000;0.4615;0.7375;0.9978;2;None;230;None;38.001839
helix;hlle;12;2000;0.475;0.7378;0.9978;2;None;217;None;39.957261
helix;hlle;13;2000;0.3905;0.7383;0.9977;2;None;206;None;40.082997
helix;hlle;14;2000;0.3745;0.7362;0.9976;2;None;198;None;47.658551
helix;hlle;15;2000;0.1035;0.7395;0.9975;2;None;189;None;46.857843
helix;ltsa;5;2000;0.0265;0.9925;0.9554;2;None;543;None;39.123949
helix;ltsa;6;2000;0.021;0.9959;0.8915;2;None;420;None;46.876357
helix;ltsa;7;2000;0.017;0.992;0.9969;2;None;351;None;58.391728
helix;ltsa;8;2000;0.018;0.9948;0.9332;2;None;304;None;57.379596
helix;ltsa;9;2000;0.17;0.7411;0.998;2;None;273;None;55.860859
helix;ltsa;10;2000;0.2355;0.7386;0.9979;2;None;248;None;62.906443
helix;ltsa;11;2000;0.4615;0.7375;0.9978;2;None;230;None;73.941037
helix;ltsa;12;2000;0.475;0.7378;0.9978;2;None;217;None;36.007275
helix;ltsa;13;2000;0.3905;0.7383;0.9977;2;None;206;None;39.885845
helix;ltsa;14;2000;0.3745;0.7362;0.9976;2;None;198;None;35.839233
helix;ltsa;15;2000;0.1035;0.7395;0.9975;2;None;189;None;42.609948
helix;kpca;5;2000;0.0255;0.9974;0.9985;2;None;16;None;3.842527
helix;kpca;6;2000;0.0255;0.9976;0.9985;2;None;16;None;4.443539
helix;kpca;7;2000;0.0255;0.9976;0.9985;2;None;16;None;3.808396
helix;kpca;8;2000;0.0255;0.9977;0.9986;2;None;16;None;4.27564
helix;kpca;9;2000;0.0255;0.9977;0.9986;2;None;16;None;4.011196
helix;kpca;10;2000;0.0255;0.9978;0.9986;2;None;16;None;3.743863
helix;kpca;11;2000;0.0255;0.9978;0.9986;2;None;16;None;3.644931
helix;kpca;12;2000;0.0255;0.9978;0.9987;2;None;16;None;3.725667
helix;kpca;13;2000;0.0255;0.9979;0.9987;2;None;16;None;5.752081
helix;kpca;14;2000;0.0255;0.9979;0.9988;2;None;16;None;5.057261
helix;kpca;15;2000;0.0255;0.9979;0.9988;2;None;16;None;3.702301
twinpeaks;pca;5;2000;0.005;0.9828;0.9983;2;None;3;None;2.387828
twinpeaks;pca;6;2000;0.005;0.9827;0.9981;2;None;3;None;2.460536
twinpeaks;pca;7;2000;0.005;0.9828;0.9979;2;None;3;None;2.682646
twinpeaks;pca;8;2000;0.005;0.9826;0.9978;2;None;3;None;2.524565
twinpeaks;pca;9;2000;0.005;0.9827;0.9977;2;None;3;None;2.467213
twinpeaks;pca;10;2000;0.005;0.9827;0.9975;2;None;3;None;2.175594
twinpeaks;pca;11;2000;0.005;0.9827;0.9974;2;None;3;None;2.437668
twinpeaks;pca;12;2000;0.005;0.9828;0.9973;2;None;3;None;2.219075
twinpeaks;pca;13;2000;0.005;0.9829;0.9972;2;None;3;None;2.264321
twinpeaks;pca;14;2000;0.005;0.983;0.9971;2;None;3;None;2.064858
twinpeaks;pca;15;2000;0.005;0.9831;0.997;2;None;3;None;2.200563
twinpeaks;isomap;5;2000;0.007;0.9923;0.9974;2;None;3;None;4.584866
twinpeaks;isomap;6;2000;0.0085;0.9906;0.9968;2;None;3;None;5.368348
twinpeaks;isomap;7;2000;0.0075;0.9939;0.9976;2;None;3;None;4.894113
twinpeaks;isomap;8;2000;0.004;0.9948;0.9976;2;None;3;None;4.891005
twinpeaks;isomap;9;2000;0.0045;0.9926;0.9973;2;None;3;None;4.832361
twinpeaks;isomap;10;2000;0.0035;0.9948;0.9975;2;None;3;None;5.495067
twinpeaks;isomap;11;2000;0.006;0.9892;0.9957;2;None;3;None;6.826106
twinpeaks;isomap;12;2000;0.0045;0.9939;0.9967;2;None;3;None;5.570198
twinpeaks;isomap;13;2000;0.005;0.9853;0.9958;2;None;3;None;5.230421
twinpeaks;isomap;14;2000;0.0025;0.9861;0.9955;2;None;3;None;5.472592
twinpeaks;isomap;15;2000;0.003;0.9873;0.9963;2;None;3;None;5.33786
twinpeaks;lle;5;2000;0.0615;0.9512;0.9628;2;None;681;None;2.44737
twinpeaks;lle;6;2000;0.043;0.9616;0.9818;2;None;541;None;2.119134
twinpeaks;lle;7;2000;0.051;0.9573;0.9866;2;None;460;None;2.822167
twinpeaks;lle;8;2000;0.049;0.9664;0.9886;2;None;405;None;4.076189
twinpeaks;lle;9;2000;0.0095;0.9898;0.9961;2;None;357;None;4.09038
twinpeaks;lle;10;2000;0.045;0.9655;0.9908;2;None;325;None;2.715777
twinpeaks;lle;11;2000;0.006;0.9911;0.9953;2;None;298;None;3.500831
twinpeaks;lle;12;2000;0.0225;0.9673;0.9866;2;None;278;None;3.215614
twinpeaks;lle;13;2000;0.037;0.961;0.9894;2;None;261;None;3.040165
twinpeaks;lle;14;2000;0.0255;0.9607;0.9888;2;None;247;None;2.75857
twinpeaks;lle;15;2000;0.032;0.9704;0.9904;2;None;236;None;2.315006
twinpeaks;le;5;2000;0.005;0.9917;0.9876;2;None;449;None;2.848533
twinpeaks;le;6;2000;0.006;0.9869;0.9852;2;None;408;None;2.823445
twinpeaks;le;7;2000;0.0075;0.988;0.9847;2;None;368;None;2.864492
twinpeaks;le;8;2000;0.0075;0.9923;0.9875;2;None;333;None;2.828061
twinpeaks;le;9;2000;0.0065;0.99;0.9893;2;None;302;None;3.15158
twinpeaks;le;10;2000;0.0095;0.9905;0.9898;2;None;276;None;3.337546
twinpeaks;le;11;2000;0.0095;0.9903;0.9903;2;None;253;None;5.146266
twinpeaks;le;12;2000;0.009;0.9901;0.9906;2;None;234;None;7.845905
twinpeaks;le;13;2000;0.007;0.9905;0.991;2;None;219;None;3.957639
twinpeaks;le;14;2000;0.012;0.991;0.9913;2;None;204;None;3.078812
twinpeaks;le;15;2000;0.0105;0.9909;0.9915;2;None;192;None;2.476146
twinpeaks;hlle;5;2000;0.015;0.9836;0.6968;2;None;474;None;30.628951
twinpeaks;hlle;6;2000;0.006;0.9882;0.7059;2;None;349;None;34.688687
twinpeaks;hlle;7;2000;0.0175;0.9835;0.704;2;None;289;None;38.719611
twinpeaks;hlle;8;2000;0.021;0.9636;0.9901;2;None;None;None;35.238636
twinpeaks;hlle;9;2000;0.025;0.9649;0.9899;2;None;None;None;29.583433
twinpeaks;hlle;10;2000;0.027;0.9645;0.9896;2;None;None;None;30.822038
twinpeaks;hlle;11;2000;0.03;0.9645;0.9894;2;None;None;None;24.289988
twinpeaks;hlle;12;2000;0.0415;0.9609;0.9892;2;None;None;None;6.675514
twinpeaks;hlle;13;2000;0.04;0.958;0.989;2;None;None;None;16.282744
twinpeaks;hlle;14;2000;0.0075;0.9589;0.9883;2;None;None;None;18.683717
twinpeaks;hlle;15;2000;0.007;0.9607;0.9883;2;None;None;None;16.080577
twinpeaks;ltsa;5;2000;0.0105;0.9842;0.6916;2;None;474;None;25.260451
twinpeaks;ltsa;6;2000;0.008;0.9858;0.6929;2;None;349;None;29.180115
twinpeaks;ltsa;7;2000;0.0125;0.9864;0.7065;2;None;289;None;26.305622
twinpeaks;ltsa;8;2000;0.021;0.9636;0.9901;2;None;None;None;25.018984
twinpeaks;ltsa;9;2000;0.025;0.9649;0.9899;2;None;None;None;24.300983
twinpeaks;ltsa;10;2000;0.027;0.9645;0.9896;2;None;None;None;24.226034
twinpeaks;ltsa;11;2000;0.03;0.9645;0.9894;2;None;None;None;21.709803
twinpeaks;ltsa;12;2000;0.0415;0.9609;0.9892;2;None;None;None;22.006118
twinpeaks;ltsa;13;2000;0.04;0.958;0.989;2;None;None;None;15.964905
twinpeaks;ltsa;14;2000;0.0075;0.9589;0.9883;2;None;None;None;16.370029
twinpeaks;ltsa;15;2000;0.007;0.9607;0.9883;2;None;None;None;14.495813
twinpeaks;kpca;5;2000;0.0;0.9562;0.9914;2;None;8;None;3.770072
twinpeaks;kpca;6;2000;0.0;0.9565;0.9907;2;None;8;None;4.390138
twinpeaks;kpca;7;2000;0.0;0.9569;0.9902;2;None;8;None;3.955462
twinpeaks;kpca;8;2000;0.0;0.9571;0.9899;2;None;8;None;4.095777
twinpeaks;kpca;9;2000;0.0;0.9574;0.9894;2;None;8;None;4.717055
twinpeaks;kpca;10;2000;0.0;0.9576;0.9892;2;None;8;None;4.767219
twinpeaks;kpca;11;2000;0.0;0.9578;0.9888;2;None;8;None;4.341691
twinpeaks;kpca;12;2000;0.0;0.9581;0.9886;2;None;8;None;4.944063
twinpeaks;kpca;13;2000;0.0;0.9583;0.9885;2;None;8;None;4.534581
twinpeaks;kpca;14;2000;0.0;0.9586;0.9883;2;None;8;None;4.049303
twinpeaks;kpca;15;2000;0.0;0.9588;0.9881;2;None;8;None;4.157536
broken.swiss;pca;5;2000;0.298;0.9621;0.9981;2;None;3;None;2.252373
broken.swiss;pca;6;2000;0.298;0.9615;0.9979;2;None;3;None;1.966028
broken.swiss;pca;7;2000;0.298;0.9612;0.9976;2;None;3;None;2.315326
broken.swiss;pca;8;2000;0.298;0.961;0.9974;2;None;3;None;1.970839
broken.swiss;pca;9;2000;0.298;0.9604;0.9972;2;None;3;None;1.934496
broken.swiss;pca;10;2000;0.298;0.9601;0.997;2;None;3;None;2.161418
broken.swiss;pca;11;2000;0.298;0.9597;0.9968;2;None;3;None;1.909904
broken.swiss;pca;12;2000;0.298;0.9596;0.9966;2;None;3;None;2.131909
broken.swiss;pca;13;2000;0.298;0.9594;0.9964;2;None;3;None;2.566549
broken.swiss;pca;14;2000;0.298;0.9592;0.9962;2;None;3;None;2.035066
broken.swiss;pca;15;2000;0.298;0.9589;0.996;2;None;3;None;2.25513
broken.swiss;isomap;5;2000;0.1585;0.9424;0.9939;2;None;4;True;4.917553
broken.swiss;isomap;6;2000;0.1655;0.9453;0.9934;2;None;4;True;5.22619
broken.swiss;isomap;7;2000;0.1525;0.9426;0.993;2;None;4;True;5.036795
broken.swiss;isomap;8;2000;0.15;0.9412;0.9925;2;None;4;True;5.065533
broken.swiss;isomap;9;2000;0.1465;0.9399;0.9922;2;None;4;True;5.161246
broken.swiss;isomap;10;2000;0.1425;0.9404;0.9918;2;None;4;True;5.404373
broken.swiss;isomap;11;2000;0.151;0.9399;0.9914;2;None;4;True;5.570124
broken.swiss;isomap;12;2000;0.1485;0.9392;0.9912;2;None;4;True;5.6247
broken.swiss;isomap;13;2000;0.1465;0.9384;0.9909;2;None;4;True;5.952969
broken.swiss;isomap;14;2000;0.136;0.9383;0.9907;2;None;4;True;6.449428
broken.swiss;isomap;15;2000;0.1445;0.9369;0.9904;2;None;4;True;10.042005
broken.swiss;lle;5;2000;0.2365;0.9083;0.9858;2;None;501;None;2.173682
broken.swiss;lle;6;2000;0.286;0.8827;0.9827;2;None;409;None;2.243137
broken.swiss;lle;7;2000;0.354;0.8528;0.9841;2;None;354;None;3.537169
broken.swiss;lle;8;2000;0.333;0.8445;0.9841;2;None;316;None;2.87152
broken.swiss;lle;9;2000;0.276;0.8886;0.9756;2;None;287;None;2.321506
broken.swiss;lle;10;2000;0.26;0.8904;0.96;2;None;266;None;2.507212
broken.swiss;lle;11;2000;0.2585;0.889;0.9689;2;None;248;None;2.277803
broken.swiss;lle;12;2000;0.251;0.893;0.9907;2;None;233;None;2.316128
broken.swiss;lle;13;2000;0.2625;0.8895;0.9581;2;None;222;None;2.34274
broken.swiss;lle;14;2000;0.2485;0.8911;0.9669;2;None;213;None;2.510124
broken.swiss;lle;15;2000;0.272;0.8886;0.9866;2;None;203;None;2.433224
broken.swiss;le;5;2000;0.279;0.8865;0.9284;2;None;161;None;2.229469
broken.swiss;le;6;2000;0.349;0.8509;0.9887;2;None;143;None;2.268815
broken.swiss;le;7;2000;0.3035;0.8847;0.9274;2;None;129;None;3.023101
broken.swiss;le;8;2000;0.3635;0.8222;0.9851;2;None;119;None;3.903966
broken.swiss;le;9;2000;0.289;0.8825;0.9169;2;None;110;None;2.906152
broken.swiss;le;10;2000;0.383;0.8325;0.9814;2;None;104;None;2.168633
broken.swiss;le;11;2000;0.314;0.8435;0.9146;2;None;98;None;2.292122
broken.swiss;le;12;2000;0.342;0.8408;0.9144;2;None;93;None;3.455537
broken.swiss;le;13;2000;0.373;0.8228;0.9769;2;None;89;None;3.200121
broken.swiss;le;14;2000;0.3345;0.8683;0.9833;2;None;85;None;3.162907
broken.swiss;le;15;2000;0.3225;0.8701;0.9209;2;None;82;None;3.486606
broken.swiss;hlle;5;2000;0.049;0.9968;0.8988;2;None;464;None;33.094824
broken.swiss;hlle;6;2000;0.067;0.9955;0.8865;2;None;344;None;32.77819
broken.swiss;hlle;7;2000;0.089;0.9865;0.8409;2;None;288;None;31.011204
broken.swiss;hlle;8;2000;0.065;0.9948;0.9036;2;None;251;None;34.261045
broken.swiss;hlle;9;2000;0.136;0.9706;0.8299;2;None;3;None;26.401217
broken.swiss;hlle;10;2000;0.1565;0.921;0.813;2;None;210;None;48.363861
broken.swiss;hlle;11;2000;0.105;0.9528;0.8509;2;None;196;None;66.690385
broken.swiss;hlle;12;2000;0.0785;0.986;0.881;2;None;3;None;27.989043
broken.swiss;hlle;13;2000;0.2515;0.9262;0.8292;2;None;175;None;87.237305
broken.swiss;hlle;14;2000;0.2335;0.8106;0.8103;2;None;166;None;87.116929
broken.swiss;hlle;15;2000;0.0945;0.9531;0.84;2;None;3;None;17.04811
broken.swiss;ltsa;5;2000;0.1275;0.9684;0.952;2;None;464;None;31.134404
broken.swiss;ltsa;6;2000;0.058;0.9966;0.8934;2;None;344;None;28.620134
broken.swiss;ltsa;7;2000;0.07;0.9925;0.8551;2;None;288;None;34.313354
broken.swiss;ltsa;8;2000;0.1155;0.9679;0.8735;2;None;251;None;42.143742
broken.swiss;ltsa;9;2000;0.1415;0.9613;0.8185;2;None;3;None;28.042116
broken.swiss;ltsa;10;2000;0.1845;0.9233;0.8127;2;None;210;None;32.296551
broken.swiss;ltsa;11;2000;0.079;0.984;0.8424;2;None;3;None;11.648275
broken.swiss;ltsa;12;2000;0.058;0.9937;0.8761;2;None;3;None;15.026721
broken.swiss;ltsa;13;2000;0.1345;0.9258;0.8099;2;None;175;None;47.047947
broken.swiss;ltsa;14;2000;0.0975;0.9727;0.8358;2;None;3;None;13.905632
broken.swiss;ltsa;15;2000;0.148;0.8981;0.8116;2;None;158;None;53.582461
broken.swiss;kpca;5;2000;0.2935;0.9565;0.998;2;None;17;None;4.21932
broken.swiss;kpca;6;2000;0.2935;0.956;0.9977;2;None;17;None;4.042715
broken.swiss;kpca;7;2000;0.2935;0.9555;0.9974;2;None;17;None;4.731654
broken.swiss;kpca;8;2000;0.2935;0.9552;0.9972;2;None;17;None;5.343388
broken.swiss;kpca;9;2000;0.2935;0.9546;0.997;2;None;17;None;5.249142
broken.swiss;kpca;10;2000;0.2935;0.9543;0.9968;2;None;17;None;4.637702
broken.swiss;kpca;11;2000;0.2935;0.9537;0.9965;2;None;17;None;4.720095
broken.swiss;kpca;12;2000;0.2935;0.9535;0.9963;2;None;17;None;4.750064
broken.swiss;kpca;13;2000;0.2935;0.9532;0.9961;2;None;17;None;4.691875
broken.swiss;kpca;14;2000;0.2935;0.9534;0.9959;2;None;17;None;4.692541
broken.swiss;kpca;15;2000;0.2935;0.9532;0.9957;2;None;17;None;4.918003
four.moons;kpca;5;2000;0.0;1.0;1.0;2;None;None;None;2.849223
four.moons;kpca;6;2000;0.0;1.0;1.0;2;None;None;None;2.399614
four.moons;kpca;7;2000;0.0;1.0;1.0;2;None;None;None;3.353204
four.moons;kpca;8;2000;0.0;1.0;1.0;2;None;None;None;2.730687
four.moons;kpca;9;2000;0.0;1.0;1.0;2;None;None;None;2.519288
four.moons;kpca;10;2000;0.0;1.0;1.0;2;None;None;None;2.424162
four.moons;kpca;11;2000;0.0;0.9999;1.0;2;None;None;None;2.406662
four.moons;kpca;12;2000;0.0;0.9999;1.0;2;None;None;None;2.492783
four.moons;kpca;13;2000;0.0;0.9998;1.0;2;None;None;None;2.65218
four.moons;kpca;14;2000;0.0;0.9997;1.0;2;None;None;None;2.4156
four.moons;kpca;15;2000;0.0;0.9996;1.0;2;None;None;None;2.596745
four.moons;isomap.eng;5;2000;0.0725;0.9692;0.996;2;None;3;None;8.895087
four.moons;isomap.eng;6;2000;0.071;0.969;0.9958;2;None;3;None;10.724332
four.moons;isomap.eng;7;2000;0.078;0.9689;0.9957;2;None;3;None;7.787972
four.moons;isomap.eng;8;2000;0.073;0.9692;0.9954;2;None;3;None;8.694279
four.moons;isomap.eng;9;2000;0.073;0.9695;0.9952;2;None;3;None;9.048043
four.moons;isomap.eng;10;2000;0.057;0.9726;0.9952;2;None;3;None;12.271501
four.moons;isomap.eng;11;2000;0.061;0.9721;0.9952;2;None;3;None;12.44471
four.moons;isomap.eng;12;2000;0.0575;0.9727;0.9951;2;None;3;None;10.450213
four.moons;isomap.eng;13;2000;0.055;0.9726;0.995;2;None;3;None;9.509284
four.moons;isomap.eng;14;2000;0.0495;0.9718;0.9949;2;None;3;None;10.162222
four.moons;isomap.eng;15;2000;0.054;0.9705;0.9948;2;None;3;None;10.194647
four.moons;isomap;5;2000;0.0;0.9884;0.995;2;None;3;True;4.232196
four.moons;isomap;6;2000;0.0;0.9896;0.9955;2;None;3;True;5.559787
four.moons;isomap;7;2000;0.0;0.9902;0.9954;2;None;3;True;4.542849
four.moons;isomap;8;2000;0.0;0.9901;0.995;2;None;3;True;4.741559
four.moons;isomap;9;2000;0.0;0.9897;0.9949;2;None;3;True;4.238131
four.moons;isomap;10;2000;0.0;0.9898;0.9949;2;None;3;True;4.371439
four.moons;isomap;11;2000;0.0;0.9904;0.9949;2;None;3;True;4.354019
four.moons;isomap;12;2000;0.0;0.9908;0.9951;2;None;3;True;4.804464
four.moons;isomap;13;2000;0.0;0.991;0.995;2;None;3;True;4.939762
four.moons;isomap;14;2000;0.0;0.9906;0.9948;2;None;3;True;4.536788
four.moons;isomap;15;2000;0.0;0.9908;0.995;2;None;3;True;4.862656
four.moons;lle;5;2000;0.0;0.977;0.982;2;None;1998;None;2.047044
four.moons;lle;6;2000;0.0;0.9853;0.9573;2;None;1998;None;4.314522
four.moons;lle;7;2000;0.0;0.9698;0.9868;2;None;1998;None;3.169259
four.moons;lle;8;2000;0.0;0.9849;0.982;2;None;1998;None;2.393158
four.moons;lle;9;2000;0.0;0.9861;0.9738;2;None;1998;None;4.124939
four.moons;lle;10;2000;0.0;0.9898;0.9772;2;None;1998;None;3.599023
four.moons;lle;11;2000;0.0;0.9887;0.9589;2;None;1998;None;2.630443
four.moons;lle;12;2000;0.0;0.9872;0.9546;2;None;1998;None;5.036083
four.moons;lle;13;2000;0.0;0.9883;0.9508;2;None;1998;None;3.648616
four.moons;lle;14;2000;0.0;0.9893;0.9545;2;None;1998;None;3.53931
four.moons;lle;15;2000;0.0;0.9917;0.9566;2;None;1998;None;3.631525
four.moons;le;5;2000;0.2545;0.9772;0.5868;2;None;1998;None;140.29546
four.moons;le;6;2000;0.5;0.9972;0.5338;2;None;1998;None;92.76625
four.moons;le;7;2000;0.0515;0.7769;0.7628;2;None;1995;None;4.309422
four.moons;le;8;2000;0.0385;0.7806;0.7647;2;None;1995;None;3.397037
four.moons;le;9;2000;0.036;0.7887;0.7612;2;None;1995;None;2.827037
four.moons;le;10;2000;0.027;0.8012;0.7673;2;None;1995;None;2.653302
four.moons;le;11;2000;0.0275;0.8166;0.7798;2;None;1995;None;4.204919
four.moons;le;12;2000;0.025;0.8152;0.782;2;None;1995;None;3.123286
four.moons;le;13;2000;0.0205;0.8254;0.7879;2;None;1995;None;2.786849
four.moons;le;14;2000;0.0105;0.8399;0.796;2;None;1995;None;2.774082
four.moons;le;15;2000;0.0155;0.8456;0.803;2;None;1995;None;6.25856
four.moons;hlle;5;2000;0.0145;0.9512;0.9042;2;None;3;None;55.466868
four.moons;hlle;6;2000;0.009;0.9844;0.9154;2;None;3;None;13.940462
four.moons;hlle;7;2000;0.0055;0.9828;0.9191;2;None;3;None;10.176383
four.moons;hlle;8;2000;0.0055;0.9779;0.924;2;None;3;None;7.021794
four.moons;hlle;9;2000;0.0035;0.9836;0.9247;2;None;3;None;9.7054
four.moons;hlle;10;2000;0.004;0.9868;0.9263;2;None;3;None;5.60224
four.moons;hlle;11;2000;0.0025;0.9851;0.9311;2;None;3;None;11.11659
four.moons;hlle;12;2000;0.002;0.9371;0.9289;2;None;3;None;8.915044
four.moons;hlle;13;2000;0.001;0.9853;0.9348;2;None;3;None;8.72324
four.moons;hlle;14;2000;0.0015;0.9847;0.935;2;None;3;None;10.308079
four.moons;hlle;15;2000;0.0015;0.9437;0.9317;2;None;3;None;11.878774
four.moons;ltsa;5;2000;0.0145;0.9718;0.9089;2;None;1;None;24.011612
four.moons;ltsa;6;2000;0.0065;0.9858;0.9183;2;None;3;None;5.003775
four.moons;ltsa;7;2000;0.008;0.9791;0.9188;2;None;3;None;3.557058
four.moons;ltsa;8;2000;0.0055;0.9719;0.9183;2;None;3;None;3.073735
four.moons;ltsa;9;2000;0.004;0.9872;0.925;2;None;3;None;4.999034
four.moons;ltsa;10;2000;0.003;0.924;0.9192;2;None;3;None;4.320036
four.moons;ltsa;11;2000;0.003;0.98;0.9271;2;None;3;None;4.102976
four.moons;ltsa;12;2000;0.002;0.9487;0.9288;2;None;3;None;3.643777
four.moons;ltsa;13;2000;0.0015;0.9596;0.9278;2;None;3;None;3.480333
four.moons;ltsa;14;2000;0.0015;0.9598;0.9304;2;None;3;None;3.873885
four.moons;ltsa;15;2000;0.0015;0.9421;0.9297;2;None;3;None;3.87773
four.moons;mvu.based;5;2000;0.0175;0.974;0.9926;2;Solved;1;None;205.808978
four.moons;mvu.based;6;2000;0.0005;0.9836;0.9937;2;Solved;None;None;109.649432
four.moons;mvu.based;7;2000;0.002;0.9878;0.9954;2;Solved;4;None;104.011356
four.moons;mvu.based;8;2000;0.0;0.9853;0.9918;2;Solved;5;None;102.717794
four.moons;mvu.based;9;2000;0.0005;0.9886;0.9924;2;Solved;5;None;113.047458
four.moons;mvu.based;10;2000;0.0;0.9905;0.9933;2;Solved;5;None;127.715109
four.moons;mvu.based;11;2000;0.0;0.9904;0.9931;2;Solved;5;None;121.25369
four.moons;mvu.based;12;2000;0.0;0.9894;0.9928;2;Solved;5;None;125.682259
four.moons;mvu.based;13;2000;0.0;0.9867;0.9915;2;Solved;5;None;124.565064
four.moons;mvu.based;14;2000;0.0;0.9901;0.9929;2;Solved;5;None;123.647848
four.moons;mvu.based;15;2000;0.0;0.9903;0.9929;2;Solved;5;None;135.77405
