dataname;model;n_neighs;points;1-NN;T;C;dimensions;status;restricted;artificial_connected;time
mit-cbcl;lle.skl;8;2059;0.02137;0.977;0.981;2;None;None;None;0.909093
mit-cbcl;lle.skl;9;2059;0.04177;0.972;0.985;2;None;None;None;1.018655
mit-cbcl;lle.skl;10;2059;0.05634;0.964;0.984;2;None;None;None;0.98698
mit-cbcl;lle.skl;11;2059;0.04225;0.97;0.984;2;None;None;None;0.971238
mit-cbcl;lle.skl;12;2059;0.04565;0.965;0.981;2;None;None;None;1.074068
mit-cbcl;lle.skl;13;2059;0.0238;0.974;0.982;2;None;None;None;1.224385
mit-cbcl;lle.skl;14;2059;0.03448;0.973;0.98;2;None;None;None;1.396776
mit-cbcl;lle.skl;15;2059;0.05682;0.961;0.981;2;None;None;None;1.431246
mit-cbcl;hlle.skl;6;2059;0.03983;0.974;0.916;2;None;None;None;3.945216
mit-cbcl;hlle.skl;7;2059;0.03594;0.975;0.894;2;None;None;None;4.590368
mit-cbcl;hlle.skl;8;2059;0.04371;0.968;0.882;2;None;None;None;4.226702
mit-cbcl;hlle.skl;9;2059;0.04177;0.954;0.876;2;None;None;None;4.204392
mit-cbcl;hlle.skl;10;2059;0.0374;0.97;0.878;2;None;None;None;4.29218
mit-cbcl;hlle.skl;11;2059;0.03837;0.977;0.845;2;None;None;None;4.703229
mit-cbcl;hlle.skl;12;2059;0.05537;0.964;0.832;2;None;None;None;4.471031
mit-cbcl;hlle.skl;13;2059;0.05828;0.948;0.826;2;None;None;None;4.635555
mit-cbcl;hlle.skl;14;2059;0.04808;0.968;0.837;2;None;None;None;4.963343
mit-cbcl;hlle.skl;15;2059;0.08402;0.958;0.822;2;None;None;None;5.172309
mit-cbcl;ltsa.skl;5;2059;0.04517;0.97;0.965;2;None;None;None;1.334433
mit-cbcl;ltsa.skl;6;2059;0.04031;0.972;0.911;2;None;None;None;1.525879
mit-cbcl;ltsa.skl;7;2059;0.0306;0.978;0.897;2;None;None;None;1.569102
mit-cbcl;ltsa.skl;8;2059;0.03497;0.978;0.884;2;None;None;None;1.480706
mit-cbcl;ltsa.skl;9;2059;0.034;0.977;0.876;2;None;None;None;1.506063
mit-cbcl;ltsa.skl;10;2059;0.03934;0.976;0.875;2;None;None;None;1.641087
mit-cbcl;ltsa.skl;11;2059;0.05342;0.963;0.841;2;None;None;None;1.648498
mit-cbcl;ltsa.skl;12;2059;0.05294;0.959;0.83;2;None;None;None;1.677351
mit-cbcl;ltsa.skl;13;2059;0.04371;0.964;0.825;2;None;None;None;1.782958
mit-cbcl;ltsa.skl;14;2059;0.1117;0.918;0.782;2;None;None;None;1.815653
mit-cbcl;ltsa.skl;15;2059;0.09568;0.93;0.813;2;None;None;None;1.878585
mit-cbcl;mvu;5;2059;0.07771;0.9628;0.9945;13;None;1;True;13.554907
mit-cbcl;mvu;6;2059;0.03108;0.9754;0.9965;13;None;2;True;10.022606
mit-cbcl;mvu;7;2059;0.03837;0.9775;0.9965;13;None;2;True;7.37745
mit-cbcl;mvu;8;2059;0.02865;0.9819;0.9972;13;None;3;True;6.670463
mit-cbcl;mvu;9;2059;0.04371;0.9803;0.9971;13;None;4;True;11.581437
mit-cbcl;mvu;10;2059;0.02574;0.9853;0.9973;13;None;5;True;9.155162
mit-cbcl;mvu;11;2059;0.02331;0.9877;0.9976;13;None;6;True;6.93553
mit-cbcl;mvu;12;2059;0.02234;0.9889;0.9975;13;None;8;True;5.384046
mit-cbcl;mvu;13;2059;0.01991;0.9923;0.998;13;Inaccurate/Unbounded;11;True;1556.607771
mit-cbcl;mvu;14;2059;0.01894;0.9926;0.9981;13;Solved;12;True;1750.291297
mit-cbcl;mvu;15;2059;0.01894;0.9933;0.9982;13;Solved;15;True;1443.876976
olivetti;kpca;5;400;0.1325;0.9845;0.9912;8;None;356;None;0.248837
olivetti;kpca;6;400;0.1325;0.9825;0.9902;8;None;356;None;0.244973
olivetti;kpca;7;400;0.1325;0.9798;0.9887;8;None;356;None;0.224188
olivetti;kpca;8;400;0.1325;0.9784;0.9875;8;None;356;None;0.216103
olivetti;kpca;9;400;0.1325;0.977;0.9864;8;None;356;None;0.218176
olivetti;kpca;10;400;0.1325;0.9755;0.9856;8;None;356;None;0.204648
olivetti;kpca;11;400;0.1325;0.9741;0.9849;8;None;356;None;0.232569
olivetti;kpca;12;400;0.1325;0.9734;0.9839;8;None;356;None;0.264664
olivetti;kpca;13;400;0.1325;0.972;0.9831;8;None;356;None;0.237069
olivetti;kpca;14;400;0.1325;0.9716;0.9825;8;None;356;None;0.224601
olivetti;kpca;15;400;0.1325;0.9705;0.9821;8;None;356;None;0.23005
olivetti;le;5;400;0.3425;0.9044;0.9598;8;None;398;None;0.38505
olivetti;le;6;400;0.31;0.927;0.9586;8;None;398;None;0.327597
olivetti;le;7;400;0.4325;0.9237;0.9625;8;None;398;None;0.314381
olivetti;le;8;400;0.3925;0.9306;0.958;8;None;398;None;0.371281
olivetti;le;9;400;0.385;0.9388;0.965;8;None;398;None;0.339669
olivetti;le;10;400;0.3975;0.9403;0.9678;8;None;398;None;0.331322
olivetti;le;11;400;0.3675;0.9391;0.968;8;None;398;None;0.347747
olivetti;le;12;400;0.36;0.9388;0.9657;8;None;398;None;0.250588
olivetti;le;13;400;0.3825;0.9343;0.9652;8;None;398;None;0.313506
olivetti;le;14;400;0.3575;0.935;0.9643;8;None;398;None;0.229597
olivetti;le;15;400;0.375;0.9337;0.9625;8;None;398;None;0.481314
olivetti;lle;5;400;0.4025;0.839;0.9247;8;None;398;None;2.875646
olivetti;lle;6;400;0.3975;0.8455;0.912;8;None;398;None;2.138208
olivetti;lle;7;400;0.2175;0.8908;0.9105;8;None;398;None;3.661428
olivetti;lle;8;400;0.2475;0.9013;0.8997;8;None;398;None;2.578797
olivetti;lle;9;400;0.2125;0.894;0.8976;8;None;398;None;3.311692
olivetti;lle;10;400;0.1975;0.8929;0.8858;8;None;398;None;4.937548
olivetti;lle;11;400;0.18;0.9046;0.8959;8;None;398;None;3.49213
olivetti;lle;12;400;0.205;0.8967;0.8738;8;None;398;None;5.451761
olivetti;lle;13;400;0.175;0.9084;0.8735;8;None;398;None;3.528619
olivetti;lle;14;400;0.15;0.9116;0.8775;8;None;398;None;4.260517
olivetti;lle;15;400;0.1475;0.9096;0.8778;8;None;398;None;5.328708
olivetti;hlle;5;400;0.205;0.8892;0.803;8;None;399;None;5.724219
olivetti;hlle;6;400;0.3725;0.8145;0.8865;4;None;3;None;1.836966
olivetti;hlle;7;400;0.38;0.8374;0.8737;4;None;3;None;1.888851
olivetti;hlle;8;400;0.435;0.8173;0.8624;4;None;3;None;2.596439
olivetti;hlle;9;400;0.3975;0.8475;0.8752;4;None;3;None;1.792068
olivetti;hlle;10;400;0.375;0.853;0.8801;4;None;3;None;1.541889
olivetti;hlle;11;400;0.5;0.7807;0.8477;4;None;3;None;2.295149
olivetti;hlle;12;400;0.42;0.8657;0.8661;4;None;3;None;1.915776
olivetti;hlle;13;400;0.4275;0.8852;0.8835;4;None;3;None;2.141842
olivetti;hlle;14;400;0.4425;0.8492;0.8682;4;None;3;None;1.825564
olivetti;hlle;15;400;0.4475;0.8321;0.8519;4;None;3;None;2.157792
olivetti;ltsa;5;400;0.7625;0.6377;0.8348;8;None;399;None;8.37555
olivetti;ltsa;6;400;0.3725;0.8145;0.8865;4;None;3;None;2.322111
olivetti;ltsa;7;400;0.38;0.8374;0.8737;4;None;3;None;1.711701
olivetti;ltsa;8;400;0.435;0.8173;0.8624;4;None;3;None;1.086706
olivetti;ltsa;9;400;0.3975;0.8475;0.8752;4;None;3;None;1.459985
olivetti;ltsa;10;400;0.375;0.853;0.8801;4;None;3;None;1.322944
olivetti;ltsa;11;400;0.5;0.7807;0.8477;4;None;3;None;1.030732
olivetti;ltsa;12;400;0.42;0.8657;0.8661;4;None;3;None;1.2461
olivetti;ltsa;13;400;0.4275;0.8852;0.8835;4;None;3;None;0.788143
olivetti;ltsa;14;400;0.4425;0.8492;0.8682;4;None;3;None;0.976259
olivetti;ltsa;15;400;0.4475;0.8321;0.8519;4;None;3;None;1.024651
olivetti;isomap;5;400;0.1975;0.9694;0.9941;8;None;None;True;0.80135
olivetti;isomap;6;400;0.2275;0.9653;0.9918;8;None;9;None;0.418746
olivetti;isomap;7;400;0.2025;0.9716;0.9918;8;None;9;None;0.354987
olivetti;isomap;8;400;0.2125;0.967;0.9897;8;None;10;None;0.391786
olivetti;isomap;9;400;0.21;0.9666;0.988;8;None;10;None;0.421638
olivetti;isomap;10;400;0.19;0.9705;0.9887;8;None;10;None;0.411056
olivetti;isomap;11;400;0.1825;0.967;0.9876;8;None;10;None;0.456671
olivetti;isomap;12;400;0.1925;0.9645;0.9867;8;None;10;None;1.117773
olivetti;isomap;13;400;0.195;0.9654;0.9861;8;None;10;None;0.616178
olivetti;isomap;14;400;0.2025;0.964;0.9851;8;None;10;None;0.639683
olivetti;isomap;15;400;0.215;0.9615;0.984;8;None;10;None;0.483259
olivetti;isomap.eng;5;400;0.2075;0.9679;0.9937;8;None;None;None;2.239113
olivetti;isomap.eng;6;400;0.2275;0.9653;0.9918;8;None;9;None;2.194314
olivetti;isomap.eng;7;400;0.2025;0.9716;0.9918;8;None;9;None;2.231246
olivetti;isomap.eng;8;400;0.2125;0.967;0.9897;8;None;10;None;2.695254
olivetti;isomap.eng;9;400;0.21;0.9666;0.988;8;None;10;None;2.185796
olivetti;isomap.eng;10;400;0.19;0.9705;0.9887;8;None;10;None;2.714935
olivetti;isomap.eng;11;400;0.1825;0.967;0.9876;8;None;10;None;2.58161
olivetti;isomap.eng;12;400;0.1925;0.9645;0.9867;8;None;10;None;2.545037
olivetti;isomap.eng;13;400;0.195;0.9654;0.9861;8;None;10;None;2.46945
olivetti;isomap.eng;14;400;0.2025;0.964;0.9851;8;None;10;None;4.738004
olivetti;isomap.eng;15;400;0.215;0.9615;0.984;8;None;10;None;3.4244
olivetti;tsne;5;400;0.98;0.504;0.497;2;None;None;None;0.924327
olivetti;tsne;6;400;0.98;0.505;0.498;2;None;None;None;0.845858
olivetti;tsne;7;400;0.98;0.503;0.499;2;None;None;None;0.827739
olivetti;tsne;8;400;0.98;0.502;0.503;2;None;None;None;0.927015
olivetti;tsne;9;400;0.98;0.505;0.506;2;None;None;None;0.981378
olivetti;tsne;10;400;0.98;0.505;0.506;2;None;None;None;1.020777
olivetti;tsne;11;400;0.98;0.508;0.506;2;None;None;None;0.740733
olivetti;tsne;12;400;0.98;0.509;0.508;2;None;None;None;0.724338
olivetti;tsne;13;400;0.98;0.51;0.509;2;None;None;None;0.717331
olivetti;tsne;14;400;0.98;0.512;0.51;2;None;None;None;0.80388
olivetti;tsne;15;400;0.98;0.511;0.511;2;None;None;None;0.722878
olivetti;mvu.based;5;400;0.215;0.9662;0.9954;8;Solved;18;None;72.127106
olivetti;mvu.based;6;400;0.23;0.9653;0.9952;8;Solved;15;False;21.525103
olivetti;mvu.based;7;400;0.2;0.9651;0.9932;8;Solved;17;False;17.595439
olivetti;mvu.based;8;400;0.2075;0.9597;0.9925;8;Solved;20;False;17.708845
olivetti;mvu.based;9;400;0.215;0.963;0.9921;8;Solved;16;False;19.406713
olivetti;mvu.based;10;400;0.2;0.9649;0.9911;8;Solved;19;False;19.666266
olivetti;mvu.based;11;400;0.16;0.9697;0.9918;8;Solved;21;False;20.240429
olivetti;mvu.based;12;400;0.16;0.9701;0.992;8;Solved;22;False;22.807267
olivetti;mvu.based;13;400;0.15;0.9703;0.9915;8;Solved;23;False;25.743318
olivetti;mvu.based;14;400;0.175;0.9669;0.9903;8;Solved;24;False;28.029356
olivetti;mvu.based;15;400;0.145;0.9693;0.9909;8;Solved;26;False;30.693354
olivetti;le.skl;5;400;0.4;0.856;0.793;2;None;None;None;0.121512
olivetti;le.skl;6;400;0.48;0.798;0.735;2;None;None;None;0.116876
olivetti;le.skl;7;400;0.5125;0.824;0.895;2;None;None;None;0.112159
olivetti;le.skl;8;400;0.575;0.808;0.9;2;None;None;None;0.105887
olivetti;le.skl;9;400;0.53;0.81;0.89;2;None;None;None;0.109328
olivetti;le.skl;10;400;0.555;0.823;0.904;2;None;None;None;0.111543
olivetti;le.skl;11;400;0.595;0.818;0.9;2;None;None;None;0.105375
olivetti;le.skl;12;400;0.605;0.813;0.893;2;None;None;None;0.121366
olivetti;le.skl;13;400;0.6225;0.812;0.89;2;None;None;None;0.117239
olivetti;le.skl;14;400;0.6175;0.804;0.886;2;None;None;None;0.119397
olivetti;le.skl;15;400;0.62;0.818;0.888;2;None;None;None;0.128705
olivetti;hlle.skl;6;400;0.545;0.742;0.664;2;None;None;None;0.136469
olivetti;hlle.skl;7;400;0.4875;0.741;0.665;2;None;None;None;0.14464
olivetti;hlle.skl;8;400;0.6125;0.704;0.646;2;None;None;None;0.146231
olivetti;hlle.skl;9;400;0.8175;0.634;0.764;2;None;None;None;0.148393
olivetti;hlle.skl;10;400;0.56;0.781;0.849;2;None;None;None;0.164485
olivetti;hlle.skl;11;400;0.5175;0.764;0.849;2;None;None;None;0.159732
olivetti;hlle.skl;12;400;0.505;0.784;0.844;2;None;None;None;0.150121
olivetti;hlle.skl;13;400;0.57;0.783;0.849;2;None;None;None;0.258218
olivetti;hlle.skl;14;400;0.6225;0.765;0.81;2;None;None;None;0.683701
olivetti;hlle.skl;15;400;0.6425;0.781;0.818;2;None;None;None;0.740076
olivetti;ltsa.skl;5;400;0.47;0.761;0.723;2;None;None;None;0.133864
olivetti;ltsa.skl;6;400;0.4825;0.792;0.7;2;None;None;None;0.14122
olivetti;ltsa.skl;7;400;0.5875;0.713;0.626;2;None;None;None;0.144418
olivetti;ltsa.skl;8;400;0.755;0.655;0.601;2;None;None;None;0.155987
olivetti;ltsa.skl;9;400;0.8175;0.634;0.764;2;None;None;None;0.164392
olivetti;ltsa.skl;10;400;0.56;0.781;0.849;2;None;None;None;0.20551
olivetti;ltsa.skl;11;400;0.5175;0.764;0.849;2;None;None;None;0.176081
olivetti;ltsa.skl;12;400;0.505;0.784;0.844;2;None;None;None;0.179502
olivetti;ltsa.skl;13;400;0.57;0.783;0.849;2;None;None;None;0.190136
olivetti;ltsa.skl;14;400;0.6225;0.765;0.81;2;None;None;None;0.217535
olivetti;ltsa.skl;15;400;0.6425;0.781;0.818;2;None;None;None;0.194491
olivetti;mvu;5;400;0.215;0.9673;0.9959;8;Solved;14;True;17.922933
olivetti;mvu;6;400;0.23;0.9653;0.9952;8;Solved;15;None;21.462365
olivetti;mvu;7;400;0.2;0.9651;0.9932;8;Solved;17;None;17.459773
olivetti;mvu;8;400;0.2075;0.9597;0.9925;8;Solved;20;None;17.939786
olivetti;mvu;9;400;0.215;0.963;0.9921;8;Solved;16;None;22.544498
olivetti;mvu;10;400;0.2;0.9649;0.9911;8;Solved;19;None;20.633314
olivetti;mvu;11;400;0.16;0.9697;0.9918;8;Solved;21;None;20.356418
olivetti;mvu;12;400;0.16;0.9701;0.992;8;Solved;22;None;22.368005
olivetti;mvu;13;400;0.15;0.9703;0.9915;8;Solved;23;None;24.246275
olivetti;mvu;14;400;0.175;0.9669;0.9903;8;Solved;24;None;27.919772
olivetti;mvu;15;400;0.145;0.9693;0.9909;8;Solved;26;None;30.071615
olivetti;mvu.eng;5;400;0.225;0.969;0.9959;8;Solved;12;None;16.487864
olivetti;mvu.eng;6;400;0.23;0.9653;0.9952;8;Solved;15;None;21.30913
olivetti;mvu.eng;7;400;0.2;0.9651;0.9932;8;Solved;17;None;18.018338
olivetti;mvu.eng;8;400;0.2075;0.9597;0.9925;8;Solved;20;None;18.171046
olivetti;mvu.eng;9;400;0.215;0.963;0.9921;8;Solved;16;None;20.398276
olivetti;mvu.eng;10;400;0.2;0.9649;0.9911;8;Solved;19;None;21.625595
olivetti;mvu.eng;11;400;0.16;0.9697;0.9918;8;Solved;21;None;23.235965
olivetti;mvu.eng;12;400;0.16;0.9701;0.992;8;Solved;22;None;25.038658
olivetti;mvu.eng;13;400;0.15;0.9703;0.9915;8;Solved;23;None;27.019051
olivetti;mvu.eng;14;400;0.175;0.9669;0.9903;8;Solved;24;None;28.310019
olivetti;mvu.eng;15;400;0.145;0.9693;0.9909;8;Solved;26;None;30.717743
difficult;mvu;5;2000;0.4395;0.976;0.995;5;Inaccurate/Unbounded;None;None;750.841009
difficult;pca;5;3125;0.33984;0.9996;0.9998;5;None;9;None;7.192912
difficult;pca;6;3125;0.33984;0.9996;0.9998;5;None;9;None;7.340557
difficult;pca;7;3125;0.33984;0.9996;0.9998;5;None;9;None;7.364195
difficult;pca;8;3125;0.33984;0.9996;0.9998;5;None;9;None;7.395136
difficult;pca;9;3125;0.33984;0.9996;0.9998;5;None;9;None;6.992519
difficult;pca;10;3125;0.33984;0.9996;0.9998;5;None;9;None;7.502084
difficult;pca;11;3125;0.33984;0.9996;0.9998;5;None;9;None;7.724812
difficult;pca;12;3125;0.33984;0.9996;0.9998;5;None;9;None;7.339322
difficult;pca;13;3125;0.33984;0.9996;0.9998;5;None;9;None;7.759342
difficult;pca;14;3125;0.33984;0.9996;0.9998;5;None;9;None;7.661242
difficult;pca;15;3125;0.33984;0.9996;0.9998;5;None;9;None;7.505746
difficult;isomap;5;3125;0.35776;0.9779;0.9947;5;None;9;True;16.01396
difficult;isomap;6;3125;0.35296;0.977;0.9948;5;None;8;True;18.819109
difficult;isomap;7;3125;0.3424;0.9772;0.9948;5;None;8;True;11.714637
difficult;isomap;8;3125;0.41568;0.9776;0.9968;5;None;8;None;11.998345
difficult;isomap;9;3125;0.40576;0.9813;0.9967;5;None;7;None;14.714413
difficult;isomap;10;3125;0.38336;0.9917;0.9978;5;None;6;None;15.747434
difficult;isomap;11;3125;0.34592;0.9954;0.9979;5;None;None;None;13.769557
difficult;isomap;12;3125;0.35552;0.9955;0.9979;5;None;None;None;14.253774
difficult;isomap;13;3125;0.34496;0.9955;0.9978;5;None;None;None;17.421339
difficult;isomap;14;3125;0.34336;0.9954;0.9978;5;None;None;None;16.317145
difficult;isomap;15;3125;0.34336;0.9934;0.9979;5;None;None;None;16.52261
difficult;lle;5;3125;0.51264;0.8926;0.9764;5;None;496;None;6.577771
difficult;lle;6;3125;0.47136;0.9051;0.9543;5;None;538;None;6.870713
difficult;lle;7;3125;0.488;0.8378;0.9177;5;None;589;None;8.571795
difficult;lle;8;3125;0.4544;0.8645;0.9192;5;None;651;None;8.840515
difficult;lle;9;3125;0.44448;0.9;0.9452;5;None;687;None;8.833265
difficult;lle;10;3125;0.45184;0.8662;0.9369;5;None;706;None;6.595151
difficult;lle;11;3125;0.43392;0.8948;0.9353;5;None;708;None;8.453622
difficult;lle;12;3125;0.38208;0.9774;0.9814;5;None;696;None;8.597171
difficult;lle;13;3125;0.43424;0.9743;0.9793;5;None;679;None;8.439896
difficult;lle;14;3125;0.41312;0.9802;0.982;5;None;653;None;8.845496
difficult;lle;15;3125;0.37728;0.9716;0.9899;5;None;630;None;8.035707
difficult;le;5;3125;0.33344;0.9566;0.9047;5;None;841;None;9.182775
difficult;le;6;3125;0.3504;0.9531;0.9048;5;None;831;None;10.577086
difficult;le;7;3125;0.34592;0.9391;0.905;5;None;819;None;8.131461
difficult;le;8;3125;0.35072;0.934;0.9022;5;None;806;None;8.237938
difficult;le;9;3125;0.35424;0.9275;0.9003;5;None;793;None;8.172174
difficult;le;10;3125;0.35008;0.9216;0.8996;5;None;777;None;7.68158
difficult;le;11;3125;0.35744;0.9188;0.8998;5;None;760;None;7.931585
difficult;le;12;3125;0.36288;0.9178;0.9002;5;None;742;None;8.295777
difficult;le;13;3125;0.3648;0.9131;0.9021;5;None;722;None;8.585486
difficult;le;14;3125;0.37568;0.8749;0.8898;5;None;701;None;8.51936
difficult;le;15;3125;0.36448;0.8716;0.8898;5;None;679;None;9.375272
difficult;hlle;5;3125;0.50016;0.9992;0.5013;5;None;3124;None;8.327445
difficult;hlle;6;3125;0.50016;0.9993;0.5014;5;None;3124;None;7.76465
difficult;hlle;7;3125;0.51968;0.635;0.7739;5;None;792;None;124.391462
difficult;hlle;8;3125;0.46432;0.8632;0.9307;5;None;3;None;7.852885
difficult;hlle;9;3125;0.51808;0.9157;0.948;5;None;2;None;5.90708
difficult;hlle;10;3125;0.50144;0.9157;0.9418;5;None;2;None;7.106032
difficult;hlle;11;3125;0.46336;0.9268;0.9652;5;None;2;None;7.648363
difficult;hlle;12;3125;0.464;0.9377;0.9735;5;None;2;None;7.484249
difficult;hlle;13;3125;0.45696;0.9395;0.9758;5;None;2;None;7.021314
difficult;hlle;14;3125;0.43584;0.9411;0.9822;5;None;2;None;8.468368
difficult;hlle;15;3125;0.4368;0.9414;0.982;5;None;2;None;9.580496
difficult;ltsa;5;3125;0.47904;0.8855;0.8092;5;None;3;None;97.702998
difficult;ltsa;6;3125;0.50368;0.7762;0.5839;5;None;1;None;102.074296
difficult;ltsa;7;3125;0.51968;0.635;0.7739;5;None;792;None;123.661467
difficult;ltsa;8;3125;0.46432;0.8632;0.9307;5;None;3;None;7.69974
difficult;ltsa;9;3125;0.51808;0.9157;0.948;5;None;2;None;7.322949
difficult;ltsa;10;3125;0.50144;0.9157;0.9418;5;None;2;None;6.61467
difficult;ltsa;11;3125;0.46336;0.9268;0.9652;5;None;2;None;6.291976
difficult;ltsa;12;3125;0.464;0.9377;0.9735;5;None;2;None;6.576729
difficult;ltsa;13;3125;0.45696;0.9395;0.9758;5;None;2;None;8.289805
difficult;ltsa;14;3125;0.43584;0.9411;0.9822;5;None;2;None;9.663614
difficult;ltsa;15;3125;0.4368;0.9414;0.982;5;None;2;None;8.213971
difficult;kpca;5;3125;0.32192;0.9986;0.9995;5;None;81;None;14.953831
difficult;kpca;6;3125;0.32192;0.9985;0.9995;5;None;81;None;14.561438
difficult;kpca;7;3125;0.32192;0.9984;0.9994;5;None;81;None;17.179255
difficult;kpca;8;3125;0.32192;0.9984;0.9994;5;None;81;None;14.351766
difficult;kpca;9;3125;0.32192;0.9984;0.9994;5;None;81;None;14.278572
difficult;kpca;10;3125;0.32192;0.9983;0.9994;5;None;81;None;13.655742
difficult;kpca;11;3125;0.32192;0.9983;0.9994;5;None;81;None;12.176347
difficult;kpca;12;3125;0.32192;0.9982;0.9994;5;None;81;None;11.394792
difficult;kpca;13;3125;0.32192;0.9982;0.9994;5;None;81;None;16.877855
difficult;kpca;14;3125;0.32192;0.9982;0.9993;5;None;81;None;13.455037
difficult;kpca;15;3125;0.32192;0.9981;0.9993;5;None;81;None;14.332646
swiss;pca;5;2000;0.3205;0.8817;0.9976;2;None;3;None;1.562615
swiss;pca;6;2000;0.3205;0.881;0.9973;2;None;3;None;1.661264
swiss;pca;7;2000;0.3205;0.881;0.997;2;None;3;None;2.043517
swiss;pca;8;2000;0.3205;0.8802;0.9966;2;None;3;None;1.887753
swiss;pca;9;2000;0.3205;0.8809;0.9963;2;None;3;None;1.91791
swiss;pca;10;2000;0.3205;0.8814;0.996;2;None;3;None;1.852802
swiss;pca;11;2000;0.3205;0.8811;0.9957;2;None;3;None;2.028477
swiss;pca;12;2000;0.3205;0.8809;0.9955;2;None;3;None;2.353772
swiss;pca;13;2000;0.3205;0.8813;0.9952;2;None;3;None;2.20269
swiss;pca;14;2000;0.3205;0.8818;0.9949;2;None;3;None;2.09285
swiss;pca;15;2000;0.3205;0.882;0.9947;2;None;3;None;2.113236
swiss;isomap;5;2000;0.0585;0.9994;0.9996;2;None;3;None;4.670915
swiss;isomap;6;2000;0.051;0.9996;0.9997;2;None;3;None;5.513033
swiss;isomap;7;2000;0.048;0.9997;0.9997;2;None;3;None;4.853374
swiss;isomap;8;2000;0.0425;0.9997;0.9998;2;None;3;None;5.286335
swiss;isomap;9;2000;0.0425;0.9998;0.9998;2;None;None;None;4.740846
swiss;isomap;10;2000;0.046;0.9998;0.9998;2;None;None;None;5.54491
swiss;isomap;11;2000;0.043;0.9999;0.9998;2;None;None;None;4.978462
swiss;isomap;12;2000;0.0425;0.9999;0.9998;2;None;None;None;5.293603
swiss;isomap;13;2000;0.042;0.9999;0.9999;2;None;None;None;6.517427
swiss;isomap;14;2000;0.044;0.9999;0.9999;2;None;None;None;5.859585
swiss;isomap;15;2000;0.041;0.9999;0.9999;2;None;None;None;5.5551
swiss;lle;5;2000;0.2065;0.9085;0.985;2;None;485;None;8.057321
swiss;lle;6;2000;0.1015;0.9839;0.9951;2;None;403;None;5.401853
swiss;lle;7;2000;0.0795;0.9905;0.996;2;None;349;None;5.03672
swiss;lle;8;2000;0.0605;0.9978;0.9979;2;None;314;None;6.542458
swiss;lle;9;2000;0.061;0.9986;0.9986;2;None;286;None;4.919299
swiss;lle;10;2000;0.0585;0.9985;0.9986;2;None;266;None;8.525334
swiss;lle;11;2000;0.0595;0.9984;0.9984;2;None;251;None;8.762111
swiss;lle;12;2000;0.062;0.9983;0.9984;2;None;238;None;11.19759
swiss;lle;13;2000;0.058;0.9983;0.9983;2;None;228;None;5.197352
swiss;lle;14;2000;0.0595;0.9982;0.9983;2;None;218;None;2.79016
swiss;lle;15;2000;0.06;0.998;0.9981;2;None;209;None;2.522418
swiss;le;5;2000;0.2515;0.9066;0.9927;2;None;161;None;2.511736
swiss;le;6;2000;0.3085;0.8608;0.9903;2;None;142;None;2.626029
swiss;le;7;2000;0.3075;0.8555;0.9894;2;None;128;None;3.262354
swiss;le;8;2000;0.2785;0.8812;0.9887;2;None;116;None;2.962259
swiss;le;9;2000;0.3765;0.8434;0.9874;2;None;108;None;2.785671
swiss;le;10;2000;0.351;0.8409;0.9868;2;None;100;None;2.832822
swiss;le;11;2000;0.316;0.8416;0.986;2;None;95;None;3.83903
swiss;le;12;2000;0.351;0.8268;0.9851;2;None;90;None;4.121667
swiss;le;13;2000;0.36;0.8368;0.9846;2;None;86;None;2.823046
swiss;le;14;2000;0.332;0.8476;0.9842;2;None;83;None;3.011483
swiss;le;15;2000;0.3285;0.847;0.9836;2;None;79;None;3.211571
swiss;hlle;5;2000;0.0695;0.9959;0.7764;2;None;458;None;30.075117
swiss;hlle;6;2000;0.05;0.9987;0.8406;2;None;340;None;30.579612
swiss;hlle;7;2000;0.4995;0.7826;0.9849;2;None;281;None;32.207132
swiss;hlle;8;2000;0.499;0.7786;0.9841;2;None;None;None;23.515643
swiss;hlle;9;2000;0.4875;0.7829;0.9835;2;None;None;None;21.847479
swiss;hlle;10;2000;0.4805;0.7823;0.9829;2;None;None;None;14.649706
swiss;hlle;11;2000;0.4775;0.7814;0.9824;2;None;None;None;14.442106
swiss;hlle;12;2000;0.4755;0.7777;0.9816;2;None;None;None;10.249726
swiss;hlle;13;2000;0.494;0.7831;0.9813;2;None;None;None;9.705667
swiss;hlle;14;2000;0.477;0.7839;0.9808;2;None;None;None;11.187721
swiss;hlle;15;2000;0.466;0.7822;0.9803;2;None;None;None;10.985931
swiss;ltsa;5;2000;0.069;0.994;0.8418;2;None;458;None;44.931651
swiss;ltsa;6;2000;0.2475;0.8975;0.6018;2;None;340;None;52.939984
swiss;ltsa;7;2000;0.4995;0.7826;0.9849;2;None;281;None;51.369368
swiss;ltsa;8;2000;0.499;0.7786;0.9841;2;None;None;None;35.30178
swiss;ltsa;9;2000;0.4875;0.7829;0.9835;2;None;None;None;31.554408
swiss;ltsa;10;2000;0.4805;0.7823;0.9829;2;None;None;None;32.235854
swiss;ltsa;11;2000;0.4775;0.7814;0.9824;2;None;None;None;20.204838
swiss;ltsa;12;2000;0.4755;0.7777;0.9816;2;None;None;None;17.732076
swiss;ltsa;13;2000;0.494;0.7831;0.9813;2;None;None;None;25.428698
swiss;ltsa;14;2000;0.477;0.7839;0.9808;2;None;None;None;18.07512
swiss;ltsa;15;2000;0.466;0.7822;0.9803;2;None;None;None;20.564064
